280,p7vvL9T6iXiL7c9I2gPGEA,43.64842,-79.3819,Lindt Boutique Toronto - The Path,M5X 1A9,7,4.0,ON
284,xS5Tg_H9GBEyOTWl9JwhvA,43.6586437,-79.4408403,Latin World,M6H 1N6,25,4.0,ON
285,YSBOJuLA70d6s1fAWBjbAA,43.6586622,-79.4407564,Galaxy T&T,M6H 1N6,5,5.0,ON
350,SS0zUU0cUkQd1Lp_h3tgaQ,43.6649625542,-79.4113332276,Hero Certified Burgers - Bloor & Bathurst,M6G 1K3,19,3.0,ON
351,b0la3LqC0mIlBVlQDyMyTQ,43.6623822,-79.4243452,The Wing Company,M6G 1M4,34,3.0,ON
370,YA7kPicnPFqd_gydw0SOjw,43.662622,-79.3863994,Presse Café,M5S 3K6,10,3.5,ON
372,YkAIlxYZ1guSqbbowU9X4g,43.6446974,-79.3923951,Luckee,M5V 3T4,171,3.5,ON
375,D_VpAGPNEde64N0CwXMkiw,43.6772213,-79.3529116,The Second Cup,M4K 1N7,10,3.5,ON
388,sYKB4nITCLLFcCZPn3QECQ,43.665279,-79.385945,Teppan Kenta,M4Y 2X6,58,3.5,ON
389,ii_zDR8crbQVJehMMWoCkQ,43.8067504,-79.2888581,Marathon Donuts & Coffee Shop,M1V,76,4.0,ON
394,4SQvBWjDh_eUx_10M-eigA,43.6591967,-79.3479061,Lan Restaurant,M4M 1H3,34,3.5,ON
452,QoXT0qI6_3WeHImUuLAyjg,43.6530078233,-79.3714184956,The George Street Diner,M5A 2M6,110,3.5,ON
475,webM3oChwDCkzZEmjrSeHQ,43.6695736876,-79.3823492115,The Croissant Tree,M4Y 2G1,52,3.5,ON
518,uO0isEg1fCvL0BqfDRbVjA,43.7247752,-79.4553801,Godiva Chocolatier,M6A,4,3.5,ON
536,cA5DOLBmD_XoNmgj7e3caA,43.7547555,-79.3499924,Fox and Fiddle Yorkmills,M3B 1Y6,47,3.0,ON
543,_fe36eepp9tsP5vzvKbdQA,43.6486362,-79.3817439,Furama Cake & Dessert Garden,M5X 1A9,17,3.5,ON
601,42-UJ-c_97IeqUc6BWjmnA,43.7268982,-79.3420715,Pho 88,M3C 1V6,66,2.5,ON
634,Jy96qxfFFH4Wa-KhkmwSMw,43.6759283,-79.4508751,La Paloma Gelateria & Cafe,M6E 1C5,68,4.0,ON
655,iQ6ydwCOKHlz8BPpJpj2Zg,43.6796762,-79.4361019,Yummi Café Laundromat,M6E 1A1,4,3.0,ON
676,qWWVizgVxBaXXbE8Y-7-qA,43.7076725,-79.3981607,Pizza Pizza,M4P 2C6,14,2.5,ON
752,k28OVH_iA7vI5dPtfNH2Zw,43.7186121,-79.4559215,Manhattan Classic Grill,M6A 3B2,4,3.0,ON
770,neBW0IYhxkj9zE7R4TA3BQ,43.6129820927,-79.5583543809,Chipotle Mexican Grill,M9C 1B8,10,1.5,ON
780,E9K1wSwr-3y7TIaVaoa-9g,43.655554,-79.376572,Irish Potato Nachos,M5B 1Y7,4,3.0,ON
822,wL5yGvlL1zXZ4EPJ8d0hIA,43.7075497,-79.398122,Rolltation,M4P 2C6,73,4.0,ON
842,DQf63-KJ25m-kDIMto614g,43.6508652,-79.4124287,Saving Grace,M6J 1V9,184,3.5,ON
891,NrFsdILQztHSlIUNra82nQ,43.6651873,-79.3805874,Juice Box,M4Y 2C6,12,5.0,ON
909,nyM76RUyFzekHHmYEU-KBQ,43.6549946,-79.3866757,Eat Fresh Be Healthy,M5G 1C7,172,4.0,ON
943,ryF2_VC8OSNoe3VlA3bbkw,43.6700794,-79.3932896,Shogun Japanese Restaurant,M5R 1A8,51,3.5,ON
978,aTvzqD5Kot4vp3vOnDyrTw,43.7078026,-79.3985359,Messini Authentic Gyros Yonge Eglinton,M4R 2H1,82,3.5,ON
983,YDqXkXVkoRxXoXH9aEZGLg,43.65291,-79.3975229,South China Herbs Market,M5T 1H1,4,4.0,ON
1003,oICXzFAaUMrYGzjRWmkw4Q,43.656345,-79.3989615,Anh Dao,M5T 2G6,85,3.5,ON
1011,yENVQfQhSljHGz-BbHHKQg,43.7887023,-79.2667077,Farm Fresh Mart,M1S 1V2,10,3.0,ON
1052,tgjbQEtZ_bvQBJOlfiK1OA,43.6715509,-79.3888742,Mideastro Yorkville,M4W 1L4,28,3.5,ON
1064,sTigKodOrD_HIdcZ8msGJw,43.6836027,-79.3230886,Sunset Grill Restaurant,M4C 1H6,32,3.0,ON
1083,prPzWXNUJKZGnzVYqxRLsw,43.7031107,-79.3876981,Cafe Pleiade,M4S 2M5,7,3.5,ON
1087,h0TKP2PK0QaAqvqdILU1Vg,43.6572335,-79.4480427,The Gaslight,M6P 3L4,17,4.5,ON
1118,G7FRxL25QFiuVxUeTmKXjQ,43.7061727,-79.4424164,Paul's Tomato Pie,M6B 1R7,4,4.0,ON
1153,gcec09O3lhUrzqXNJq0QVQ,43.736206,-79.4203754,Karbouzi,M5M 4A6,14,3.5,ON
1183,14m4FbWr2BIgrbSdPBKG8Q,43.6563207,-79.4025622,Debu's Indian Cuisine,M5T 2M2,6,3.5,ON
1193,6a7zecn8W8r9dDWwQVb6aA,43.6775605,-79.4451386,Novecento,M6E 1B7,7,4.5,ON
1241,QJhwQcFKtBn8EahP58nh1w,43.6558987,-79.4025509,The Grind House,M5T 2M1,19,3.5,ON
1265,NNs2v3f6FIdZ7cSu3LRaHw,43.7257250991,-79.4820323753,Euro Shawarma,M3M 3G5,50,4.0,ON
1268,3iq7mvnwfYlOmdzENYolng,43.7986682795,-79.3181378541,Hutaoli Music Restaurant & Bar,M1W 2S8,18,3.5,ON
1282,TYMcEGCe0csyQiELkL7bQQ,43.6717411,-79.3849472,Rabba Fine Foods Stores,M4W 1J6,9,2.0,ON
1289,astpBnUjzZEQEAvgn_113Q,43.7087233,-79.3987793,Mind Games Cafe,M4P 2E6,4,2.0,ON
1299,kl2kuAgGZ7tfi9kznMhQNA,43.6570217,-79.3993567,Crimson Teas,M5T 2G6,23,4.5,ON
1303,2VtTzskzFcwVnXgGYsY1lQ,43.787913,-79.264716,The Captain's Boil,M1S,48,3.5,ON
1306,JeuwGHY3knsBKt3KegjqrQ,43.6476173,-79.486769,dip 'n dip,M6S 1R7,10,3.5,ON
1319,4U9hnKTGidPKOSu_28m9dA,43.6381212285,-79.41900298,Merci Mon Ami,M6K 3P6,25,4.0,ON
1321,qCTuGaciae73u7C57s2_0Q,43.6888991,-79.2995013,Poonam Delite,M4C 1L4,22,3.5,ON
1323,qqU3d8IpcIw2BJrsGxSL9Q,43.6544631,-79.3806653,Schezuan Express,M5B 2H6,7,2.5,ON
1351,WwrKHFXpBqLQAkhmU01Xvw,43.7191707,-79.4558409,Seoul House,M6A 2T2,71,3.0,ON
1354,8al-XRt5nuIize8_STWffQ,43.6431907,-79.4239029,King Slice,M6J,53,3.5,ON
1364,wHTPHng-wWg85AF_y8IDuQ,43.6559041,-79.383606,Feta & Olives,M7A 2C7,6,3.0,ON
1375,e5Ut3UyuCV9rxhm2lRrXQg,43.6504938,-79.4797612,Java Joes,M6S 1P2,5,3.0,ON
1384,Rp7ABbhY8kUpgwrzJADnqw,43.7063824,-79.3977847,Tim Horton's,M4S 1S5,10,2.5,ON
1391,p6mnPa2-__9ttPTIfecc0Q,43.6590216,-79.3491051,Subway,M4M 1H1,3,2.5,ON
1399,1E1BN1eJQX7j6EdepVxoMQ,43.6511193,-79.4769534,Astra Meat Products,M6S 1N6,11,3.5,ON
1420,Og37JqBjJDpFb6oIscyrtg,43.6558643159,-79.3994606115,Krispy Kreme Cafe,M5T 2G7,23,4.5,ON
1446,5sKb4h7R5gdhePSflPD0Tw,43.754089,-79.3579885,Kiku Japanese Cuisine,M3B 1X8,87,2.5,ON
1449,UAXz2KC1aXpxzV-MLdXbmQ,43.6725772,-79.2885159,Delhi Bistro,M4E 1E9,30,4.0,ON
1452,IZlRDHCBtT81hzRHi_GDbQ,43.6496153,-79.3719866,Ying Ying Soy Food,M5E 1C4,8,4.5,ON
1479,QkVDxEo5-_3EScH0cXKDfQ,43.6812098,-79.4264768,KIBO Sushi & Tapas,M6C 1B2,39,4.0,ON
1517,OQed6yRev3Jq6a-9BclpTQ,43.7679501,-79.402688,Road Grill Food Truck,M2N 3K5,8,5.0,ON
1518,kBYBXh7M9wKXvHgluJWiLQ,43.7868388044,-79.2769266665,Annie's Tea House,M1S 2C1,10,4.0,ON
1574,96X4OwboB2qCLY7tQ20wMg,43.7247752,-79.4553801,Rainforest Cafe,M6A 2T9,40,3.0,ON
1604,UZilBC8-jkGrR8y9AFrCgA,43.7229171,-79.4155643,Maker Pizza,M5M 3X3,12,4.0,ON
1629,yuFdJdrnfMp3cfXVwTXjjA,43.6796129,-79.3413385,Nakayoshi Izakaya,M4J 1L2,50,3.5,ON
1656,vDretNqzo-0yqQkV5wOvbg,43.6010168,-79.5034124,Placebo Space,M8V 1J1,8,5.0,ON
1713,-cuzw1pcZ_UcdA4Qxc5YYg,43.7758099,-79.414276,Little Master,M2N 5R6,8,3.5,ON
1719,NBXPDU6VBgg54BEr7s8WWQ,43.7358895,-79.6026236,Ital Florist,M9V 5E2,3,1.0,ON
1720,gULK714e4SMqag-FHLDLNw,43.6492365,-79.3853592,Lindt & Sprungli Canada,M5H 3M7,3,4.5,ON
1731,Lyzr1uckXL0U-iBoMc0yfg,43.6909078983,-79.575564784,Makimono,M9W 1J1,50,3.0,ON
1742,_yGc7ca7SxPKMG6VjMVAbg,43.6516825,-79.4743881,Green Mango,M6S 1N3,21,2.0,ON
1758,OFbiUooV4CqLjrvdOBXz-A,43.6500835,-79.4389982,Branca,M6K 1V4,80,4.0,ON
1808,XESfvE2Yd7ZzjKNAJ4R_Ow,43.6713973,-79.2940969,Prana Coffee,M4E 1E3,4,4.0,ON
1813,hT5kvnJnBWzUWrSpqg3byg,43.6566701,-79.3753603,The Sky Stars,M5B 1E4,3,5.0,ON
1841,5sW_LUzCTNUPRrie1eoiyA,43.6486092721,-79.380828297,LCBO,M5X 1A9,6,2.5,ON
1855,j7kbWAOWbpbejCaHyJwqjw,43.6862567,-79.3099942,Time Capsule Board Game Cafe & Bar,M4C 1K4,16,3.5,ON
1861,uQ7LZpcYRTcibzK1w9E5uQ,43.6477703,-79.4006569,The Healthy Butcher,M5V 2B6,39,4.5,ON
1870,fIBrbhvU9T2PZuch_wBK_g,43.7314258,-79.4194594,Panago Pizza,M5M 3Z5,7,3.5,ON
1882,fxRcHzovnRyWh_WMdQoNOQ,43.7687078154,-79.474382177,Taj Restaurant,M3J 2T2,8,4.5,ON
1894,hDZJlt9R7FvfCy4AZvP-JA,43.6690087,-79.3042677,Dufflet Pastries,M4L 1H3,25,3.5,ON
1903,DPLkYvNHNBEs0teU95Ocfw,43.6544252,-79.4005439,Miss Cora's Kitchen,M5T 2K2,30,3.5,ON
1905,oreF3CPWsX2lHq0V4AZQKg,43.758688,-79.2889502,Desi Hut Takeout & Catering,M1P 2G7,3,4.5,ON
1925,skjXX8qzEMeZ5Jgj6SpxoQ,43.6588291,-79.3941293,The Second Cup,M5T 1P7,11,3.5,ON
1934,Y8heNCqlpiUVxpXxcstq8Q,43.6525113857,-79.4010374871,House Of Energy,M5L 2L4,7,4.5,ON
1937,la4mM0mSexjkOLe1goXJPg,43.7644706,-79.4103279,Hotopia Sichuan Cuisine,M2N 3G1,15,3.5,ON
1945,zlukBS-cXNz4viHfsVyoZw,43.7019519992,-79.3973290175,The Butchers Son,M4S 2A3,8,4.0,ON
1963,pA44gWen_SoKoLqfiipkvA,43.6645888,-79.3797656,Adam & Eve Chocolatier,M4Y 1E3,9,4.0,ON
1966,ynmTXY9yJDiNkO4HUmxRSQ,43.6573960642,-79.3842242722,KaKa All You Can Eat,M5G 2K4,78,3.0,ON
1987,qRTbYc7ennnwfr992kfjdA,43.6391708,-79.4254538,Caffino Ristorante,M6K 3C5,75,4.0,ON
1997,bB9JPvR2d-I1jxSVlqN2DQ,43.6689076,-79.304192,Yum Croissant,M4L 1H3,3,4.5,ON
2004,ZMmgFw2P4LWsFXNn1ZGc1g,43.672529,-79.3878412,Buster's Sea Cove,M4W 2J1,12,3.5,ON
2021,2V8r_VDFqbGNZclTW25FGg,43.769236,-79.468584,Mr. Greek,M3J 2V5,7,2.0,ON
2034,hbp72ML8BHykBztI6mWOIw,43.64946,-79.365449,Pizza Nova,M5E,11,2.0,ON
2038,nHV1iXKBVlCW64bCt4itnA,43.6476402,-79.3533981,Keating Channel Pub & Grill,M5A 1B1,31,3.5,ON
2048,eQmGP0FEnewPoW_jBXsg4A,43.648258,-79.379558,Greenhouse Juice,M5L 1E2,10,4.0,ON
2052,le1qCRgM-wtKvfeKClbnHQ,43.6664844,-79.4058478,Tokyo Sushi,M5S 1X2,10,3.0,ON
2053,r71RUi85E60aGuhVqXWjKA,43.7079638335,-79.4774818048,Hakka No 1 Restaurant 2,M6M 4A2,33,3.5,ON
2060,53GguDU6v46zPJTL3CZl5g,43.6621038957,-79.3797745184,Loblaws,M5B 1L1,172,4.0,ON
2133,jxV-rtwx1GtpMlMV6d7D4Q,43.7649093,-79.2591327,Wings & Wings,M1P 3G2,6,4.0,ON
2150,pPO_UXvffah1uKhMlo9LBw,43.6594566588,-79.4387515696,Haven Espresso Bar,M6H 1T5,27,4.0,ON
2164,CN5nuUQod0f8g3oh99qq0w,43.665157,-79.410658,KINKA IZAKAYA BLOOR,M5S 1Y6,403,4.0,ON
2228,0rg8sJGPWebnxNFExpNdHA,43.6451848,-79.5224953,Starbucks,M8X 2X3,3,2.5,ON
2238,R8ft_fn8y9ejKoYnQwdByg,43.6509844,-79.411692,Cafe 668,M6J 1V9,46,3.0,ON
2245,eOXoQvgHyYLaqcpRxRUlTA,43.6654235,-79.4107791,Wing Machine,M5S 1Y3,7,1.0,ON
2255,OQknXfMqo6izK9baqpfinA,43.6728084,-79.4141944,"Madeleines, Cherry Pie and Ice Cream",M5R 3G8,12,4.0,ON
2258,gkQNfTEV_XprRvnfZEXPWg,43.6371787,-79.4245862,Mike's Liberty Grill,M6K,16,2.0,ON
2279,Da1wKWu_ma26i71GKtWDrw,43.6486362,-79.3817439,Decadent Desserts,M5X 1B8,11,3.0,ON
2314,VbFGfmrl0VtXc10vKpj5aw,43.6387666,-79.38979,Porticello Restaurant,M5V 3J3,3,3.5,ON
2316,q9kVbGaUwsalkhyFJdNQ0Q,43.6389539047,-79.4178445594,Aroma Espresso Bar,M6K 3P6,42,3.0,ON
2317,yBGqf8l9NOM3vZFnlxcgzQ,43.6548983,-79.4164765,Vivoli,M6G 1B7,69,3.5,ON
2331,Orgm9nmcClxnAUva4nOKyA,43.648847496,-79.37368318,Hot House Restaurant & Bar,M5E 1T3,291,3.5,ON
2337,vAcwjwtHupHOc7f4XLH8Kw,43.7713291221,-79.4993519483,Snap Delivery,M3K 3T8,5,3.5,ON
2350,VNyWT0hLkIHzt5HQ0W4tSg,43.6469296,-79.374978,Tilted Kilt Pub & Eatery,M5E 1A1,74,2.5,ON
2367,W2NzlS8OJzGfDfr9oRz11Q,43.6493542,-79.3846843,Drake One Fifty,M5H 3S5,201,3.5,ON
2373,ui-tH5JiK-y5_tzSuowMDw,43.6648375,-79.385935,Nejibee Izakaya,M4Y 2X6,7,2.5,ON
2386,BopPNhmn66uUDL2dVyDjHg,43.6582411,-79.3997179,Tandoori Flavour,M5S 2G8,4,2.0,ON
2396,2lQVNwzNo-SbVD5lXzNnZA,43.65836,-79.4422494,The Caribbean Queen of Patties,M6H 1N7,46,3.5,ON
2433,DeGSNRgk2sAfYbliAa6m2A,43.6343020696,-79.5198344385,Second Cup,M8Z 4R6,3,2.5,ON
2475,B7yBxYH0ZHYtvrsyrrU1SQ,43.8106371,-79.3391971,Steak Supreme,M1W 2P3,15,2.5,ON
2478,S5bNE4Pmin8OQUMOFod8bQ,43.6704754,-79.3936453,Ciao Wine Bar,M5R 1C4,122,3.0,ON
2519,NYpmDzwzAQyv0gQG5gBKbw,43.6762949,-79.3582997,Pachuco,M4K 1N2,22,3.5,ON
2538,2KkTzafNqkEKr5VTjsR3hw,43.8365904448,-79.2486990988,New Spiceland Restaurant,M1X 0B1,5,3.0,ON
2547,DLkaSKMoeeQO-_1C_lzh2A,43.6532223,-79.4287255,Bairrada Churrasqueira Grill,M6H 1A7,100,3.5,ON
2573,6NffysI3E7L4kr71dxInIg,43.7527891,-79.3592021,Big Smoke Burger,M3B 1X6,40,3.0,ON
2578,QZCAx1CM8Q5NSTc-8ProOA,43.6557771,-79.4026824,Cafe Novo,M5T 2L7,19,3.5,ON
2586,AOhJfJVuEPUh_in7WHDnzQ,43.6889196,-79.3945875,Subway,M4T 1Z6,3,1.5,ON
2627,scVd-lmZCNZHK5W75-4sKQ,43.6559443653,-79.3767318882,Dac Biet Burger,M5B 1Y7,122,4.5,ON
2645,_nsuZ7Fl1aMwqZGWEraQHw,43.6179340342,-79.5391701027,Cora,M8Z 1T8,46,2.5,ON
2647,8pO590eqmSe9iLVc-d183g,43.7185989,-79.4554014,Gobo Sushi Restaurant,M6A 2T2,7,2.5,ON
2664,1Lm1euBdgzxuPGjJbHTudg,43.6479391,-79.4003492,Grasslands,M5V 2B4,64,4.0,ON
2668,s-9ZfWtECJLMnND12t6RMA,43.6549543,-79.4146607,Hotmess Tex Mex,M6G 1B5,13,3.5,ON
2694,j_aPSU74xzffmw0lcrY8kQ,43.7759804,-79.4143258,Capriccio,M2N 5R6,60,3.5,ON
2699,8ZpXbFWIY4uEnmOJMr6gyQ,43.655321,-79.413309,Pour Boy,M6G 1B2,12,4.0,ON
2713,AhRd1MUgnXhCQTTIu3Z2SQ,43.6405545983,-79.3912861202,Spot Coffee,M5V 3V3,47,3.0,ON
2743,aep2Dc7tdI1IVUGaVRjRJQ,43.6663493,-79.3853278,Sport Nutrition Depot,M4Y 1Z8,3,4.0,ON
2754,xkoQ1c4c6F9Fy3J73kN7Rg,43.6887909487,-79.4125807285,Second Cup,M5P 2W3,4,4.5,ON
2785,VM8LZTKqtprMEs0h3CDOXA,43.6550126,-79.4021026,Big Al's Flyin' Phillys,M5T 2L8,13,3.5,ON
2788,K6MBwTYeuLH0VsTVCLVgxg,43.7088142,-79.2959772,MEXITACO,M4B 2K2,65,4.0,ON
2812,RJxkhoGxTsz545_sTlDdFA,43.6881862,-79.3929441,Thai Express,M4T 1L8,12,2.0,ON
2813,qfLwyF-xr3Xpfo94-jcfdQ,43.6472849,-79.3870757,Quotes Bar & Grill,M5H,4,3.0,ON
2821,3QRdvd5F6rnKzLLb1mIg6Q,43.6656556,-79.3806099,Hero Certified Burgers - Church & Wellesley,M4Y 1H7,42,2.5,ON
2841,3XgqVF5YKdQLCWDKiEkt0g,43.6604577,-79.3501466,St. John's Bakery,M4M 2E9,19,4.0,ON
2842,sdXhQco_76dRejNaxfgacQ,43.6551273,-79.4183899,Sit In Bangkok,M6G 1C2,8,3.0,ON
2853,sGAbBm8eX6DY5R5S2NSy6g,43.6492855,-79.3858557,Shangri-La Hotel,M5H 0A3,121,4.0,ON
2858,SYGoFUdLLPyh1lZ9_nwOUA,43.6486323184,-79.3825163762,Brick Street Bakery,M5X 2A1,36,3.5,ON
2873,ogUiKg4hL01zt2o2M5IZ3w,43.6456899,-79.3905064,Ame,M5V 1H2,23,3.5,ON
2894,LBHbyID7tcaGszznHtnCrw,43.6554168,-79.3818268,JOEY Eaton Centre,M5G 1Z3,401,3.5,ON
2917,nxbVyDfknWtycymHluAzSA,43.6729833023,-79.2866801843,Skwish,M4E 1G2,35,3.5,ON
2932,L23nB3EiC0OSfP8792Bk-Q,43.6570344,-79.3755449,RISE Espresso,M5B 2B2,26,4.5,ON
2937,G2Z-4U6cDsDQvT6v3FzYmA,43.6484621,-79.3936807,Ricarda's,M5V 2H2,115,4.0,ON
2954,bns0V-7B5eAUBQ5qfXL12w,43.6654726,-79.4702154,Gabby's Junction,M6P 1Z2,22,2.5,ON
2974,5WJOM9DefIvLOIrntDIv-A,43.6503484,-79.3713047,TrueTrue,M5R 1J4,116,4.0,ON
2977,Z1r6b30Tg0n0ME4-Zj2wQQ,43.6630096,-79.3108978,Boardwalk Place,M4W 3L6,13,3.0,ON
3008,D9IvgZeBD2qFfhIRbOcBFQ,43.6936093,-79.2775526,Cafe D Taj,M1L 1C9,13,4.0,ON
3015,emXQlQykTqiFRDVhlmm0xg,43.6536611,-79.4266704,Sunshine Wholesome Market,M6H 1A5,17,4.0,ON
3077,AHeilK8QgEn6on7tGFVYnQ,43.6391084709,-79.3984367698,Roywoods,M5V 4B3,55,3.5,ON
3085,_BJ2lBc1TWwIfxNzXbaaBA,43.6553283,-79.340498,District 28 Bar Bistro,M4M 2M8,10,3.0,ON
3093,3vlAG8FVYRB9wEIZXFk3ag,43.6551214,-79.4143125,Playful Grounds,M6G,6,3.0,ON
3110,ufwkkMd9yr9cFU1R5ONArg,43.6012391,-79.5037742,Huevos Gourmet,M8V 1J2,149,4.5,ON
3111,AM0NHSxMeX92OKBt0ywmSA,43.6594257,-79.3474964,La Carnita,M4M 1H4,97,3.5,ON
3128,J7vdscHQEfpSTMiJb3i5ww,43.6487387,-79.3814897,Ruby Thai,M5X 1C1,16,3.5,ON
3134,-9u2uFwhlj3Yq4mG5IweoA,43.6482809,-79.4203829,Hawker Bar,M6J 2Z7,151,3.5,ON
3136,Mv3pO01Alty1pXQwi-Uy5A,43.6403877,-79.4383381,Rice & Noodle,M6R 1A4,12,3.0,ON
3163,vMqUZEaqALd6Q9b4lO-62g,43.6479919,-79.3932236,Burrito Bandidos,M5V 2G7,103,4.0,ON
3200,fo_w5L2x00wS4NMHzE8oyg,43.7074876432,-79.3896615989,Sandoozles Smokehouse & Pub,M4S 2N4,5,2.0,ON
3209,8IqVdS0q-JpzZc1-it4lRg,43.653226,-79.3831843,Food Cabbie,,5,4.0,ON
3228,E0djzqBHz923hwj-MJFO6Q,43.7072763,-79.3995622,The Fresh Tea Shop,M4P 1E4,17,3.5,ON
3244,NFaVXGofY855SyGs6D3_-Q,43.6476808,-79.3967361,Tosto Quickfire Pizza Pasta,M5V 1X9,28,3.5,ON
3280,kd_3MlqHoa8NxFHTJIjaOg,43.6596899,-79.3463108,Butchers of Distinction,M4M 1H6,13,4.5,ON
3347,bdFFShNt7eAGGGAaKfG3NQ,43.6549537,-79.3872888,Latte Mei,M5G 2E8,15,4.0,ON
3350,DAfWBoWNe_B5_lJAfYH5KQ,43.6445981,-79.4188727,Jimmy's Coffee,M6J 2Y8,24,4.0,ON
3355,RwCsc92Rzvwus3CUYjWsYA,43.6555944,-79.4022042,Sugar & Spice,M5T 2M1,7,3.0,ON
3356,s7Cq3DdSELAU_IFYXOnicg,43.6557894205,-79.3829541717,Starbucks,M5G 2C5,7,3.0,ON
3374,gVILTnDFDsVuVdxFVkRK7A,43.6156501,-79.5587629,The Captain's Boil,M9C 5H5,46,4.0,ON
3385,yS4H1eQBtWLmYlkTKVL6hg,43.6444476,-79.4481838,Granowska's Bakery,M6R 2L3,5,3.0,ON
3398,6eRSdODyj9GS0w6zlhrWkg,43.6573112,-79.3832292,Adega Restaurante,M5G 1H1,127,4.0,ON
3407,x4q_kJ-dvaHL7dkpZKJUdg,43.652139,-79.377507,Bob's Bulgogi,M5C 3B4,67,4.0,ON
3412,ithS085HZL2d6Sx3PTxFew,43.659154,-79.3821435,Clara's Tea,M5B,4,4.0,ON
3440,DLwpjhatiSRN7QqZQwokSw,43.6543794,-79.402228,La Tortilleria,M5T 1L8,47,2.5,ON
3449,Ds7Q4ix3luhMmm0kFt2xVg,43.6524129,-79.4338167,Laylow Brewery,M6H 1B6,21,4.0,ON
3487,uChTCA6MsLAciDRklpO-Fw,43.7446409,-79.296277,Makkal Chon,M1R 2Z2,255,4.0,ON
3499,EoUYBTQWpUJr7Sp6Kpw1aQ,43.6412267,-79.5392372,Fu Lai,M9B 1K9,14,3.0,ON
3508,UXaNcKs_ANM7fPDUUdLYAg,43.64792,-79.5075289,Patisserie Saint Honore,M8X 1B3,4,5.0,ON
3534,J-cXzP24JUjp8ebxUTwfaA,43.6576241187,-79.3818469718,Chachago,M5G 1H1,54,3.5,ON
3535,jzveTy7ogH7cg9axZ78ENg,43.7749233,-79.4142464,Bar Koyoi Restaurant North York,M2N 7A1,14,3.0,ON
3546,gFrOJ2rOR8ak4xyaOcao-A,43.6562508,-79.3929338,Baldwin Naturals-Organic Food Market,M5T 1L2,16,4.0,ON
3554,1gL9mw6HRbetCb9vOBoPQw,43.6877499,-79.394666,Pizzaiolo,M4V 1K6,21,3.5,ON
3555,cen0cy8yRG4DQSR_8xcupQ,43.6498611953,-79.4826032879,Falafel World,M6S 1P5,64,4.0,ON
3570,WtA9dDDIMz-QESDSRnOYkw,43.6401362,-79.421234,Saigon Bistro,M6K 1X4,20,3.0,ON
