,business_id,date,review_id,stars,user_id
8819,i78im_1r1ZQbwqLjVxZxpg,2017-12-14,_irt-cOMhA4Klueq3seKPg,3,Jq4zBE23tTSqk2j2aUXM0A
8878,xM0HKP9CgZoI3mcUbxdd4w,2017-07-26,EzmCNlHWiC45I9xjolUcVw,5,NA4sslQXta6U263fqzwKiw
8947,rtr3fSe2DIjjTkyHJQtCAQ,2017-08-30,UhVXHsfgc35NBX_Na5wudw,4,k6AsmDEHp8cmc8Xy2wp0mQ
8965,4cg0UV1tEznGsEGsutZZHg,2017-03-11,OWlwiNAfOsAPfQqE3lV2_Q,5,e0YJpTM1JElNmJesv_8J8A
9002,UqcCjCbN2SIiAGm9YyaNwg,2017-05-14,sKlrQZuWBMVr4rwEeofFLw,5,u04pbgaUuqqy0UnMI05p8A
9015,z26ZG4Zv6P1itMq4VC5zGQ,2017-04-09,ppdaBSKu8fnmG5ia4ggUgA,1,JW_w3IPPU_lnurA1TEF1Dg
9332,ECOnq58qoeqwPuS59P1W-A,2017-04-30,crIAlSUnh47miVuCLgmQkQ,1,SHHJhGjV3ygkE64V0tBDmQ
9401,2lCjKqGK2s4FrJVPjJK1fg,2017-02-12,ePSECnOfkqGhQ04ALm8fZw,5,0dQfBVSMaL7gDJxFk61gTA
9457,GUZwEIoyzFxl75mkig8QJQ,2017-02-05,oaH9oYxFajSx_67sNEiJnw,2,iJAbBnfWdvFwrQ2LaScNNg
9461,SAINRBBSh5WzyfD_5-wRmw,2017-02-10,iLF8cgspBioWhsrF4T40ng,4,iJAbBnfWdvFwrQ2LaScNNg
9462,5B8dlAoL59SjTft330E9cw,2017-02-01,YsLCJvfPgYdUvFvmCEEzLQ,4,iJAbBnfWdvFwrQ2LaScNNg
9507,bSQFQDSwfahDHAqO4s0anA,2017-04-22,sSHyEJJCSEwLa2TPzNztoQ,5,IOMbHlDMeUA_CgywPM5mnA
9791,OBPiT9OyFDaTfaLRwfqlSg,2017-12-17,823Lc7GOyg1vximaYeOcLg,4,KT9mArvZ4Js52je_GhZBhQ
9857,ErTB7R4rJNUUV8nsUVG26Q,2017-07-05,7HlqyIQKD45tUrJfkFaT6w,5,Xy6M5UCMWOjobsVV48UdJQ
9989,-76didnxGiiMO80BjSpYsQ,2017-03-15,G9hM-8XfjNKH7DKbS-gxgw,5,F9egqkCDuI8iQ6IlE4tJHg
10113,N4AIlY5runouWKCMurrnvQ,2017-07-31,wKvmD2pZiNoIdQJpN-VnEQ,5,wRgulBLN5BkM6sYylZA1sA
10121,mw69E3vLAbN-ra92f5Y8ZQ,2017-08-27,loUR8VMSRVCQnjl4ud11Rg,5,_nPWEOuHyjFo37Uze1HwTw
10164,IFLaJq1N5-_fbdNyymbkqw,2017-05-08,byGAelxgP58P9OstSEhjPQ,1,OhLdhhiJZbTZKmsoSST1mA
10312,pDKITbL0no7HPHFodv9jTQ,2017-08-13,sk_zRVTRQqy-PgZA8HT-jQ,5,Q7-1v-6leZQmLaHmFyKZIA
10441,POuD26KrQ_ssxKuSFfXY0A,2017-06-04,Zv8Yyby3Hfm90RPWVlTsKQ,1,5IDStuxulcMAid2BLU4L_g
10667,1IbBnyIilvIMRDJBtVOPOg,2017-07-18,aVeG1D8JdFbBRILiAQg5GQ,1,5p9BQ_RYjYIHcp7WJUDLug
10794,p-Gnw4l-7436mtet4ojVlA,2017-05-04,yCcDd4UfNu6L7P9wxhaGUw,5,lvXRTQPhx-mQGorFZcJv-Q
11194,QJf992yAgUpNeFMuTTPQ1A,2017-06-29,mJBnKrbSHJ0uaxB5gHBLbA,5,wRsSD140Sb4Cg3uALX3rNw
11213,4_EgrMY-EI-i-xyWixI2qg,2017-01-09,phr6y6bL27ckf2rkruqG7Q,5,8egi9aymvIczcdvHoFMpBw
11550,N_2yEZ41g9zDW_gWArFiHw,2017-09-02,XqHJzJLxcBz-MrnkpwHunw,4,6-2D-jJqRBVZSLQ-9U4GEQ
11599,4Jscimulh38Rq2hOgjb2Hg,2017-07-14,IP51lVbMoE8cGvOZN-6yTA,5,Flx3redL_LtsX8Igo4bLCA
11668,hm0y7QxT-UUmQcF074qV0g,2017-05-28,Rg4lYXECDk3Zsa0COwuUOw,3,1Rv06qT922hbmiLh8h2kZw
11753,L6R2Op88NkoG1EGxlVvdRQ,2017-11-04,MZI57FWeCX_tmLMS_u8SAg,2,5CiFm44xwHhCHMibVr5dhg
11771,2i0dDzxLuQQAwzxDZVR-1g,2017-02-26,eZl6RdWbmSENg8F3ttJ1Rw,1,HN3Z6WxKnLHafHlaER1EkQ
11821,p-Gnw4l-7436mtet4ojVlA,2017-07-09,H5HAW-nt15s5EczDsxq4tw,5,bZon-a7zV1N-DI1jn22L8g
11855,4gCyDvrUAGGHgb55Zjsh3g,2017-07-09,hKr5EeoJN_hlgho44tls-Q,5,NJdZWewNhZ-a5KBiqNuOdg
12072,CrfANiUEzY0ZkvhQmtDiSA,2017-03-28,CMdnb2sWKKhZ61tzcTHtPw,2,aRNDwURoL8h8hv_y2DfT1g
12326,QNdNPr3f-WdESYo9WabWpw,2017-08-11,3d8LhVcRcY03ZtGWcH_4Lg,3,VpzBz0L8n9i_BHJqs0IFWQ
12327,yG2PdMFn6y3QDw4Uq4b5lg,2017-08-11,Nk4HRbREy2Oe7FpMO-U6BQ,3,VpzBz0L8n9i_BHJqs0IFWQ
12328,nJBwEYaulNXHPAUP0OBRtg,2017-08-17,Pz8pZbPkdQYFOF8tfgqv5A,3,VpzBz0L8n9i_BHJqs0IFWQ
12330,NEYMAeK1BeR2E_vELnEIDA,2017-08-17,WHGkLL4hELiyfx2ZhxXvrA,4,VpzBz0L8n9i_BHJqs0IFWQ
12336,WKcVegcUjAld1S737a_QHw,2017-08-11,4vtgdaTPkN5xRcu915kO_Q,1,VpzBz0L8n9i_BHJqs0IFWQ
12337,kYezxBTjUC49pva5HLPKbg,2017-08-20,HuI3-YHPmmXrm60PAABB_Q,4,VpzBz0L8n9i_BHJqs0IFWQ
12365,nhfZW6Pi-oLQuhYcrcZJWw,2017-01-06,4a4Hx-euMRULuTTTDF-PXA,1,Mc0LgEFVtTrHikv_wc-g_A
12367,BdDshFHVrqHEFZqClPSkqw,2017-06-28,aXUdtae_ktYezy4cxBnRmw,3,Mc0LgEFVtTrHikv_wc-g_A
12368,uuGEGvTJEWwUycI_03e7WQ,2017-06-27,3aTsaPvnISalP4c9UKDHtA,5,Mc0LgEFVtTrHikv_wc-g_A
12369,5Illcs9aBYZlaJp9BiGjng,2017-06-28,LWANAu7euIV4cN2Xg-_vFw,1,Mc0LgEFVtTrHikv_wc-g_A
12836,ErTB7R4rJNUUV8nsUVG26Q,2017-01-22,MVcT-pibP2PuxRY0vlQ_4w,4,3bNWJpvjHACvFATEHOG6yw
12841,buMP3nR_-EL2ROE7nKMBUg,2017-05-07,ZUA_hRpwILzVke24Sz5wfQ,1,He2eHMBVhqPsgEiMJv0_sA
12979,N_2yEZ41g9zDW_gWArFiHw,2017-07-17,YBYnsNKuV7u8SiYj-n2zqw,5,9pwldXzWwErrpoM3ICJlgQ
13016,xD293QcX3kHO5Z1Kz5zPww,2017-12-08,ad-8-3sm1bVnXNi0RxBPlQ,2,cuRL1mg9MSrIgQKY2NXr1g
13296,ECOnq58qoeqwPuS59P1W-A,2017-10-16,iBwf_tMS7nEX-nyPdndQ_g,4,toPIPvcayc58-q9nhyMDdQ
13414,B3p3SOzdRZ88yT96oJ72uA,2017-02-01,bikwjoWwTh_h10iLhGNLtw,1,gIwY4IuKQkr5RsIK6UnVPA
13726,8XVAcOZ02IGTQE-pvKhXXw,2017-07-16,iIzXqEPz4r2Wr5hpf7pARg,5,tug6f3Gqxzp2n8B_04jJig
13733,ii_zDR8crbQVJehMMWoCkQ,2017-04-22,VfTbV1JePlvrD5omxQG3rg,4,wfQvD81SI52D086TigvcEQ
13777,1WPxPejsYeOsYvdDepA91g,2017-08-29,Z4mkCj0LuOZhEgwuDx_Viw,3,VN5-9_V18fZOzxsn5miyPg
13786,DfCuDI8b6rZ4nXl9Zg-eSw,2017-05-06,BfsRwM0hsDtle3VkVANVAg,4,z6jE-5BEsfnBSridHm_AVA
13883,yG2PdMFn6y3QDw4Uq4b5lg,2017-06-10,XDnSSUQrVsPFm80jMurFgw,5,eYrHhAb2ieWuqwNGjAbQDg
14023,PwcZPVAxhnG-MPPpH3BsYQ,2017-07-02,VOES5oQhul8awHDXtHczHQ,4,_Krelcnp7Blu2tre5Xxslg
14342,eXS5YBwzRnFUbGlTvlx1rA,2017-04-02,Zkknqr0T1bjs3Gzl8z5dEA,4,fHz7M4fQhU7hSWJBKReQfA
14456,jp6wKEW6AmSJrz9TtYSx4g,2017-03-09,PXPYzkEUEMhfnvAGOkMvBA,5,ywZU6r9guyirs5pmnt0NmQ
14607,oQFMJqDwNXbNMRbcmIYRYg,2017-03-14,-5frSW7Y0Nt2T0F4M3DBBA,1,K--N2BsmnFaVafaQYJhoSA
14681,l1_S1mfGbEMxfT1f9omhEA,2017-05-16,0GFYSC4uzlq-dVZwRheiSg,1,5KreYSGdgJZja4iJR3eHsw
14833,U-a61zpbsDNVtKm9W1aqLw,2017-03-16,y4M18Z8NP2TWzDlP6dW7zw,5,5FZqrQIT2lNrhsOrIUajRA
14947,ZAqRr1-DnfZU6jIYCJ455Q,2017-08-09,aTRD5-ajitZiF3jZyg_1jw,1,odL0kqdNUftPatCgAlkQ4A
14986,nJBwEYaulNXHPAUP0OBRtg,2017-07-18,Pxq5O-0KHjfXvRj2xRc3DQ,5,H601hTCifE4aHV_qTaQtRw
15110,wcpS12gLfPz-z11BVhL6jQ,2017-02-22,ZgDg5ebh1ZR9aIQJ5-6eKw,3,UxwiJpYSqOZJQzUMF6Xl6A
15149,QjhrYO6LD5mrU0WI7jxZ-g,2017-04-14,vRWfhiAJzDpowidQhjxMQg,5,ixvYioQ423Uekdhq_3yhcg
15219,TgcjQfl1E9DE-SjDVOUDJQ,2017-05-20,E_8-IDbqriVXc0s3-st0Kg,1,0mMsBvru_SUimVGT_n8Gag
15266,4Jscimulh38Rq2hOgjb2Hg,2017-07-14,ukHe1iRnOXmMSdLHUpo5Gw,5,76FTUUWpxTe8GxrHTcTErQ
15409,AfQjI9Wbu6_Hzy2b3e7JLw,2017-02-27,whzRf6Vdzb7mNmWDuXbgyA,2,_xYUfXEyEZqUzGD6NYWOqQ
15555,DAfWBoWNe_B5_lJAfYH5KQ,2017-02-24,KLgw2zmPTrQpVLd8myYNiw,2,vdGYwut2Cum6QzoFAVldEg
15570,W8D-GbPDFCWkZpdlQoYH0g,2017-04-02,xuSi3rck9cCAHZ6dgzDBIg,5,uO7NRx7aI9tCxMfP6U5_Sw
16185,7cMnc_zSPenfSQa9_199CA,2017-03-12,8s5jVUv5fA7GbIBnkvPwXQ,5,f1ysF1RzPPAmxon_dV5A0A
16241,VA95qAV2PRH9gtTi2Vfv4Q,2017-05-25,BmASH78mqgWqZqNlw1M8Ug,3,2g-ZWZyoMcROGO4n9gJh8A
16337,e2lqb5CMbNzxigLuW5DmGg,2017-09-17,ASJWid5unG7QI4imESkLLg,4,n5gH2-MJSt9zBPteJNhadA
16341,S5V7NaIME09rjy41XLl3xQ,2017-04-08,LYQhLhrhIJqH7IuqgVtZlQ,1,QdZiMcJO8aVgE5ByqZUM3w
16350,I20W-Ey9kbn1f61otZdYJg,2017-02-15,j-S1-UpJYKxOs1Fx8Bi0Bw,4,G5lguI8D1meFabhwZFR51A
16367,j_BZ2A5XEQSd-k7yH-S_Pw,2017-07-30,lMG1MJSsObqSItlEeFF1-g,5,WSb-Nweb6wLtHEEj92AcUA
16399,8XVAcOZ02IGTQE-pvKhXXw,2017-07-16,mE-eBXW_X5sXItaB7xHZ5w,5,q411gy7ORK9mS6tFMqsNTA
16414,FBd6q_qzEFixvhV3KdzvJw,2017-09-06,ODcTJR0F0E_v5p4egDeLqQ,5,BEFyiHuAUCcCMPUOfcpVzg
16547,-UBoEaluaCReqxLRiAxVPg,2017-12-03,wBpCNVZjWtvxvH1CbWo2jA,2,woasmYm6i33WfjvNWl1-7Q
16564,tuUX96eC3SBnNKNO7l6rew,2017-03-25,WUJueIDYRgwP6jQhyOhg-A,5,g-3JmJ2cKKNzq6TMDBWPRg
16939,_cjPEH9wXhKS-HQe_U3M4Q,2017-09-15,hxUDilxKA7JwgUM9G0-plA,5,Ii0iAMLvEMB3Ej9RaUuJ4Q
16999,hcH1Njh_YMP3IHQopGAvcA,2017-08-24,e5C-7-cJbRnTRrw-kZI01g,1,OorTVYJpEhZbnf3Oh_G5lw
17018,5iawpo9MaMaMcqtQxxbfqQ,2017-07-31,Wtma7rt0W9qoprKbzQ8ZuA,2,_Jtte9X5Ss9-MlMgkteD3g
17105,yG2PdMFn6y3QDw4Uq4b5lg,2017-06-12,pXs71fVSJKGkRcXrVQpXIg,5,qOMQzGtOJ3WBrVYcnbbF_A
17628,gc8ngjYYwsgrAC3Y2SFymA,2017-05-08,72iSduIRHPP1zXRN4Z9QUw,1,BmmBbRPGIw92gExn6kfu9A
17723,He_4k_w_8bjWnoepahS2zw,2017-01-01,Fq_dMW1cqiXj048AaQBA-w,3,VTc1g2Eh1oEB6v1XdenLVQ
17766,UibLK2TXbSljTkpZpZ-8Lw,2017-02-24,UErsG1zL-8ikuoPkN78E_w,4,oYYxqbRWb92oBajOQP8NlA
18531,_wCUBd26Vg7NupNLCP_wRg,2017-01-26,aOXdCAQnrdJmGgAHH-PHNg,5,OLf2RIQdy1S7w_03iEryzA
18683,2i0dDzxLuQQAwzxDZVR-1g,2017-03-17,K-OlI_7LJCsGN9ChNoRXGw,2,jO1Ey-_KPddlG9wTxYFIwQ
18795,Db7rYJ8iDo-oE1Ich5Vxdw,2017-06-13,j_JTtaHY59EvmrKl3OORMg,5,GJG-I-e5xMVLAtnVcaWgtA
19588,aaL1lgLyDwdP66TkS-XKHA,2017-08-18,9_I0VtsBBZgXX65FOUaoWg,5,cco8-aEG4y4zW4R6WlMDXA
19880,5XYR6doRa5Nj1JMfSDei6A,2017-03-22,O_hMfzYcs8UG4TJH8oEVdg,4,I3Z3rVVyBEPoQWtcUh-_sQ
19922,_l3nxDFpmLUMxCQrz1LfBQ,2017-09-16,wIWEXJFEmzpxoroaUC8vZw,5,_nb87_W6uzJdh-M3Py59rw
